序号,出发地,抵达地,航班号,航空公司,飞机号,起步价,载客量,头等舱,商务舱,经济舱,起飞机场,降落机场,月,日,星期,时,分,抵达时,抵达分
4536,深圳,杭州,ZH9873,深圳航空,B737,1061,159,0,12,142,宝安机场,萧山机场,11,25,5,8,50,11,0
4537,深圳,杭州,CZ3797,南方航空,A321,943,177,0,13,104,宝安机场,萧山机场,11,21,2,11,45,13,50
4538,深圳,杭州,CA3747,中国国航,B737,1415,159,0,9,68,宝安机场,萧山机场,7,16,4,11,50,13,45
4539,深圳,杭州,KY9875,昆明航空,B737,943,159,0,8,57,宝安机场,萧山机场,7,7,6,11,50,13,45
4540,深圳,杭州,NH6595,全日空航空,B737,1533,159,0,0,19,宝安机场,萧山机场,3,9,1,11,50,13,45
4541,深圳,杭州,ZH9875,深圳航空,B737,1769,159,0,7,7,宝安机场,萧山机场,6,22,6,11,50,13,45
4542,深圳,杭州,CZ3555,南方航空,A321,1769,177,0,0,103,宝安机场,萧山机场,11,3,6,13,35,15,35
4543,深圳,杭州,ZH9877,深圳航空,A319,1769,124,0,4,92,宝安机场,萧山机场,11,27,3,13,50,15,50
4544,深圳,杭州,ZH9879,深圳航空,B737,1769,159,0,0,111,宝安机场,萧山机场,4,18,5,16,0,18,0
4545,深圳,杭州,CZ6328,南方航空,JET,1769,20,0,0,14,宝安机场,萧山机场,3,12,5,16,20,18,20
4546,深圳,杭州,CZ3744,南方航空,A319,1061,124,0,8,43,宝安机场,萧山机场,11,15,1,17,15,19,20
4547,深圳,杭州,ZH9881,深圳航空,B737,1179,159,0,2,144,宝安机场,萧山机场,10,8,2,17,45,19,50
4548,深圳,杭州,CZ3365,南方航空,A320,1061,158,0,3,105,宝安机场,萧山机场,9,19,6,21,5,23,5
4549,深圳,杭州,HU7395,海南航空,B737,1769,159,0,3,87,宝安机场,萧山机场,7,8,5,21,50,23,55
4550,深圳,杭州,HU7395,海南航空,B737,1651,159,0,6,10,宝安机场,萧山机场,5,6,2,22,0,23,55
4551,深圳,杭州,GJ8738,长龙航空,A320,1061,158,0,2,23,宝安机场,萧山机场,2,24,1,22,5,0,10
4552,深圳,济南,PN6333,西部航空,A320,2559,158,0,0,45,宝安机场,遥墙机场,9,7,4,6,0,9,5
4553,深圳,济南,ZH9901,深圳航空,B737,2011,159,0,1,5,宝安机场,遥墙机场,7,30,4,9,55,12,45
4554,深圳,济南,3U1048,四川航空,B737,1828,159,0,6,106,宝安机场,遥墙机场,11,10,6,10,55,13,45
4555,深圳,济南,CA1182,中国国航,B737,2559,159,0,12,87,宝安机场,遥墙机场,7,28,6,10,55,13,45
4556,深圳,济南,SC1182,山东航空,B737,2742,159,0,8,68,宝安机场,遥墙机场,7,24,3,10,55,13,45
4557,深圳,济南,ZH3006,深圳航空,B737,1645,159,0,1,15,宝安机场,遥墙机场,11,30,0,10,55,13,45
4558,深圳,济南,ZH9903,深圳航空,B737,1462,159,0,5,31,宝安机场,遥墙机场,1,13,6,11,25,14,25
4559,深圳,济南,DZ6233,东海航空,B737,2194,159,0,2,88,宝安机场,遥墙机场,7,20,0,13,10,16,0
4560,深圳,济南,3U1050,四川航空,B737,2559,159,0,2,45,宝安机场,遥墙机场,8,2,3,14,55,17,50
4561,深圳,济南,CA1188,中国国航,B737,1462,159,0,9,17,宝安机场,遥墙机场,7,8,5,14,55,17,50
4562,深圳,济南,SC1188,山东航空,B737,2011,159,0,1,115,宝安机场,遥墙机场,1,27,6,14,55,17,50
4563,深圳,济南,ZH3008,深圳航空,B737,2376,159,0,9,137,宝安机场,遥墙机场,8,16,3,14,55,17,50
4564,深圳,济南,HU7715,海南航空,B737,2011,159,0,10,101,宝安机场,遥墙机场,2,2,2,18,5,20,55
4565,深圳,济南,3U1052,四川航空,B737,2742,159,0,7,67,宝安机场,遥墙机场,6,28,0,21,55,0,50
4566,深圳,济南,CA1190,中国国航,B737,2376,159,0,0,43,宝安机场,遥墙机场,11,19,4,21,55,0,50
4567,深圳,济南,SC1190,山东航空,B737,1280,159,0,9,92,宝安机场,遥墙机场,1,27,6,21,55,0,50
4568,深圳,济南,ZH3010,深圳航空,B737,1645,159,0,5,45,宝安机场,遥墙机场,4,20,3,21,55,0,50
4569,深圳,昆明,DZ6265,东海航空,B737,1868,159,0,5,98,宝安机场,长水机场,12,27,2,6,0,8,50
4570,深圳,昆明,DZ6265,东海航空,B737,1868,159,0,8,84,宝安机场,长水机场,2,22,3,6,10,8,50
4571,深圳,昆明,ZH9411,深圳航空,B737,872,159,0,8,54,宝安机场,长水机场,1,27,6,7,5,9,40
4572,深圳,昆明,MU5764,东方航空,B737,1245,159,0,9,108,宝安机场,长水机场,6,5,2,7,20,10,0
4573,深圳,昆明,HU7163,海南航空,B737,1743,159,0,5,101,宝安机场,长水机场,1,1,4,7,35,10,10
4574,深圳,昆明,CZ3459,南方航空,A321,1619,177,0,13,22,宝安机场,长水机场,10,6,4,8,0,10,35
4575,深圳,昆明,KY8220,昆明航空,B737,1121,159,0,12,73,宝安机场,长水机场,9,29,3,8,35,11,20
4576,深圳,昆明,MU5762,东方航空,A320,1494,158,0,5,28,宝安机场,长水机场,2,6,5,11,45,14,25
4577,深圳,昆明,ZH9413,深圳航空,B737,1121,159,0,4,96,宝安机场,长水机场,7,25,2,11,50,14,30
4578,深圳,昆明,CZ3451,南方航空,A320,996,158,0,1,53,宝安机场,长水机场,2,16,2,13,35,16,15
4579,深圳,昆明,MF1289,厦门航空,A320,1619,158,0,4,4,宝安机场,长水机场,7,13,0,13,35,16,15
4580,深圳,昆明,MU4689,东方航空,A320,1494,158,0,6,135,宝安机场,长水机场,2,17,1,13,35,16,15
4581,深圳,昆明,CZ6923,南方航空,A321,1619,177,0,13,115,宝安机场,长水机场,10,5,5,18,20,21,5
4582,深圳,昆明,MF4477,厦门航空,A321,1370,177,0,13,120,宝安机场,长水机场,12,5,3,18,20,21,5
4583,深圳,昆明,MU4645,东方航空,A321,1494,177,0,13,161,宝安机场,长水机场,8,18,1,18,20,21,5
4584,深圳,昆明,MU5786,东方航空,B737,1743,159,0,3,3,宝安机场,长水机场,7,13,0,18,35,22,10
4585,深圳,昆明,ZH9415,深圳航空,B737,1121,159,0,6,50,宝安机场,长水机场,6,30,5,20,25,23,10
4586,深圳,昆明,8L9980,祥鹏航空,B737,872,159,0,9,116,宝安机场,长水机场,9,1,3,20,50,23,30
4587,深圳,兰州,DZ6211,东海航空,B737,2404,159,0,0,44,宝安机场,中川机场,2,8,3,6,5,11,10
4588,深圳,兰州,DZ6211,东海航空,B737,2841,159,0,11,39,宝安机场,中川机场,12,5,3,6,5,11,10
4589,深圳,兰州,MU2326,东方航空,A320,3278,158,0,1,109,宝安机场,中川机场,2,2,2,13,30,18,40
4590,深圳,兰州,ZH9239,深圳航空,B737,2622,159,0,12,145,宝安机场,中川机场,8,24,2,15,40,19,10
4591,深圳,兰州,HU7265,海南航空,B737,2185,159,0,9,6,宝安机场,中川机场,9,7,4,17,55,21,15
4592,深圳,拉萨,TV9876,西藏航空,A319,3116,124,0,2,84,宝安机场,贡嘎机场,6,4,3,15,35,19,50
4593,深圳,南昌,ZH9935,深圳航空,B737,678,159,0,8,124,宝安机场,昌北机场,2,14,4,6,10,8,0
4594,深圳,南昌,CZ3989,南方航空,A320,828,158,0,8,1,宝安机场,昌北机场,3,23,1,10,35,12,30
4595,深圳,南昌,MF1771,厦门航空,A320,678,158,0,4,9,宝安机场,昌北机场,10,10,0,10,35,12,30
4596,深圳,南昌,CZ3989,南方航空,A320,1054,158,0,3,93,宝安机场,昌北机场,2,9,2,11,0,12,45
4597,深圳,南昌,ZH9509,深圳航空,A320,678,158,0,1,25,宝安机场,昌北机场,12,3,5,12,50,14,40
4598,深圳,南昌,ZH9937,深圳航空,B737,753,159,0,5,24,宝安机场,昌北机场,3,28,3,14,30,16,15
4599,深圳,南昌,MU5262,东方航空,A320,602,158,0,8,27,宝安机场,昌北机场,4,29,1,17,10,18,55
4600,深圳,南昌,ZH9937,深圳航空,B737,753,159,0,10,82,宝安机场,昌北机场,4,13,3,21,20,23,5
4601,深圳,南昌,ZH9937,深圳航空,B737,828,159,0,2,56,宝安机场,昌北机场,4,16,0,21,30,23,10
4602,深圳,南京,ZH9841,深圳航空,B737,1984,159,0,1,118,宝安机场,禄口机场,8,24,2,7,40,9,55
4603,深圳,南京,CZ3559,南方航空,A321,1526,177,0,8,155,宝安机场,禄口机场,8,31,2,8,5,10,20
4604,深圳,南京,ZH9843,深圳航空,B737,1373,159,0,11,112,宝安机场,禄口机场,3,24,0,8,35,11,5
4605,深圳,南京,DZ6257,东海航空,B737,1373,159,0,8,10,宝安机场,禄口机场,11,27,3,9,20,11,40
4606,深圳,南京,ZH9845,深圳航空,B737,1526,159,0,0,71,宝安机场,禄口机场,11,3,6,10,40,13,10
4607,深圳,南京,HU7763,海南航空,B737,1984,159,0,12,27,宝安机场,禄口机场,9,21,4,11,25,13,55
4608,深圳,南京,CA3693,中国国航,B737,1373,159,0,0,5,宝安机场,禄口机场,7,18,2,12,40,15,0
4609,深圳,南京,KY9847,昆明航空,B737,2136,159,0,3,144,宝安机场,禄口机场,3,24,0,12,40,15,0
4610,深圳,南京,ZH9847,深圳航空,B737,2289,159,0,5,3,宝安机场,禄口机场,3,28,3,12,40,15,0
4611,深圳,南京,CZ3827,南方航空,A321,2136,177,0,12,94,宝安机场,禄口机场,7,17,3,14,25,16,55
4612,深圳,南京,MF1631,厦门航空,A321,1984,177,0,4,51,宝安机场,禄口机场,7,4,2,14,25,16,55
4613,深圳,南京,MU3448,东方航空,A321,1526,177,0,13,144,宝安机场,禄口机场,5,4,4,14,25,16,55
4614,深圳,南京,HU7663,海南航空,B737,1068,159,0,5,121,宝安机场,禄口机场,4,9,0,15,55,18,25
4615,深圳,南京,ZH9849,深圳航空,B737,1068,159,0,0,2,宝安机场,禄口机场,9,7,4,16,40,19,0
4616,深圳,青岛,ZH9913,深圳航空,A320,1434,158,0,7,102,宝安机场,流亭机场,2,2,2,8,40,11,50
4617,深圳,青岛,HU7721,海南航空,B737,2459,159,0,5,120,宝安机场,流亭机场,4,13,3,10,10,14,30
4618,深圳,青岛,CA4732,中国国航,B737,2254,159,0,5,73,宝安机场,流亭机场,7,16,4,13,25,18,5
4619,深圳,青岛,SC4732,山东航空,B737,1639,159,0,0,67,宝安机场,流亭机场,2,28,4,13,25,18,5
4620,深圳,青岛,ZH9911,深圳航空,A320,2459,158,0,1,83,宝安机场,流亭机场,11,23,0,14,30,17,45
4621,深圳,青岛,CZ6312,南方航空,A320,2459,158,0,5,14,宝安机场,流亭机场,9,22,3,14,50,18,5
4622,深圳,青岛,CZ6312,南方航空,A320,1844,158,0,3,121,宝安机场,流亭机场,3,13,4,14,50,18,5
4623,深圳,青岛,MF1965,厦门航空,A320,1639,158,0,4,133,宝安机场,流亭机场,6,30,5,14,50,18,5
4624,深圳,青岛,MF1965,厦门航空,A320,2869,158,0,8,9,宝安机场,流亭机场,7,4,2,14,50,18,5
4625,深圳,青岛,CZ9334,南方航空,A320,1639,158,0,5,123,宝安机场,流亭机场,4,11,5,19,25,23,55
4626,深圳,青岛,MU5244,东方航空,A320,1434,158,0,2,63,宝安机场,流亭机场,1,5,0,19,25,23,55
4627,深圳,青岛,CA4682,中国国航,B737,1844,159,0,6,91,宝安机场,流亭机场,9,12,6,20,45,23,55
4628,深圳,青岛,SC4682,山东航空,B737,2664,159,0,11,127,宝安机场,流亭机场,5,14,1,20,45,23,55
4629,深圳,青岛,ZH3020,深圳航空,B737,1434,159,0,10,17,宝安机场,流亭机场,12,29,0,20,45,23,55
4630,深圳,齐齐哈尔,CZ6333,南方航空,A320,2013,158,0,1,19,宝安机场,三家子机场,5,4,4,8,25,14,45
4631,深圳,三亚,CZ3978,南方航空,A320,1088,158,0,5,28,宝安机场,凤凰机场,4,26,4,9,45,11,30
4632,深圳,三亚,ZH9321,深圳航空,A320,1172,158,0,1,86,宝安机场,凤凰机场,12,6,2,20,5,21,45
4633,深圳,三亚,HU7750,海南航空,B737,670,159,0,7,137,宝安机场,凤凰机场,1,5,0,21,10,22,50
4634,深圳,三亚,HU7750,海南航空,B737,1172,159,0,9,49,宝安机场,凤凰机场,6,25,3,21,25,23,5
4635,深圳,上海,CZ3568,南方航空,A321,2015,177,0,12,119,宝安机场,虹桥机场,10,7,3,6,40,8,55
4636,深圳,上海,HU7207,海南航空,B737,1746,159,0,8,31,宝安机场,浦东机场,7,20,0,7,0,9,25
4637,深圳,上海,Y87207,扬子江航空,B737,1209,159,0,4,100,宝安机场,浦东机场,12,3,5,7,0,9,25
4638,深圳,上海,9C8956,春秋航空,A320,1209,158,0,5,18,宝安机场,虹桥机场,8,28,5,7,20,9,40
4639,深圳,上海,HO1152,吉祥航空,A321,940,177,0,13,150,宝安机场,虹桥机场,11,4,5,7,35,9,50
4640,深圳,上海,CZ3965,南方航空,JET,1880,20,0,0,16,宝安机场,虹桥机场,2,1,3,8,0,10,20
4641,深圳,上海,ZH9501,深圳航空,B737,2015,159,0,2,62,宝安机场,虹桥机场,11,13,3,8,15,10,30
4642,深圳,上海,CZ3553,南方航空,A330,1343,311,16,1,104,宝安机场,虹桥机场,3,19,5,9,0,11,15
4643,深圳,上海,ZH9503,深圳航空,B737,1074,159,0,11,95,宝安机场,虹桥机场,11,12,4,9,10,11,40
4644,深圳,上海,MU5334,东方航空,A320,1343,158,0,4,131,宝安机场,虹桥机场,7,2,4,9,30,11,55
4645,深圳,上海,CZ6751,南方航空,A321,1880,177,0,14,2,宝安机场,浦东机场,3,24,0,9,45,12,10
4646,深圳,上海,CZ6755,南方航空,A320,2015,158,0,8,116,宝安机场,浦东机场,2,22,3,9,45,12,10
4647,深圳,上海,MU5336,东方航空,A320,1074,158,0,5,107,宝安机场,虹桥机场,5,10,5,10,30,12,50
4648,深圳,上海,CZ3831,南方航空,A321,2015,177,0,7,121,宝安机场,浦东机场,2,8,3,10,40,13,5
4649,深圳,上海,9C8918,春秋航空,A320,2015,158,0,7,86,宝安机场,虹桥机场,1,30,3,10,55,13,15
4650,深圳,上海,CA3208,中国国航,A321,1209,177,0,16,131,宝安机场,虹桥机场,3,3,0,11,20,13,40
4651,深圳,上海,HO1112,吉祥航空,A321,2015,177,0,1,63,宝安机场,虹桥机场,8,12,0,11,20,13,40
4652,深圳,上海,MU3948,东方航空,A321,1746,177,0,4,107,宝安机场,虹桥机场,9,11,0,11,20,13,40
4653,深圳,上海,CA3805,中国国航,B737,1209,159,0,7,6,宝安机场,浦东机场,6,23,5,11,40,15,10
4654,深圳,上海,KY9505,昆明航空,B737,1612,159,0,3,3,宝安机场,浦东机场,5,30,6,11,40,15,10
4655,深圳,上海,ZH9505,深圳航空,B737,2015,159,0,11,7,宝安机场,浦东机场,2,23,2,11,40,15,10
4656,深圳,上海,ZH9507,深圳航空,A320,1209,158,0,0,9,宝安机场,虹桥机场,8,2,3,12,0,14,20
4657,深圳,上海,ZH9509,深圳航空,A320,1880,158,0,3,130,宝安机场,浦东机场,11,29,1,12,50,17,0
4658,深圳,上海,CZ3561,南方航空,A321,1209,177,0,11,18,宝安机场,虹桥机场,6,4,3,13,0,15,20
4659,深圳,上海,9C8776,春秋航空,A320,1746,158,0,3,122,宝安机场,虹桥机场,5,11,4,13,35,15,55
4660,深圳,上海,CZ3557,南方航空,A321,1343,177,0,6,42,宝安机场,虹桥机场,7,6,0,14,0,16,15
4661,深圳,上海,ZH9511,深圳航空,B737,1612,159,0,5,116,宝安机场,虹桥机场,8,11,1,14,15,16,35
4662,深圳,上海,NH6601,全日空航空,B737,940,159,0,4,14,宝安机场,浦东机场,9,12,6,15,0,17,35
4663,深圳,上海,ZH9513,深圳航空,B737,940,159,0,6,124,宝安机场,浦东机场,10,18,6,15,0,17,35
4664,深圳,上海,MU5350,东方航空,A320,2015,158,0,5,117,宝安机场,虹桥机场,9,11,0,16,30,18,50
4665,深圳,上海,9C8882,春秋航空,A320,1343,158,0,1,2,宝安机场,虹桥机场,7,23,4,16,45,19,10
4666,深圳,上海,CZ3587,南方航空,A330,1343,311,10,19,47,宝安机场,虹桥机场,7,19,1,17,0,19,20
4667,深圳,上海,ZH9515,深圳航空,B737,1612,159,0,10,61,宝安机场,虹桥机场,6,5,2,17,5,19,35
4668,深圳,上海,MU5352,东方航空,A320,1612,158,0,8,75,宝安机场,虹桥机场,5,19,3,17,30,20,0
4669,深圳,上海,NH6599,全日空航空,B737,1477,159,0,12,97,宝安机场,浦东机场,2,19,6,18,0,20,25
4670,深圳,上海,ZH9517,深圳航空,B737,1746,159,0,7,120,宝安机场,浦东机场,7,30,4,18,0,20,25
4671,深圳,上海,CA3819,中国国航,A320,1746,158,0,0,85,宝安机场,虹桥机场,12,1,0,18,15,22,10
4672,深圳,上海,KY9519,昆明航空,A320,1880,158,0,5,45,宝安机场,虹桥机场,8,19,0,18,15,22,10
4673,深圳,上海,ZH9519,深圳航空,A320,1880,158,0,2,131,宝安机场,虹桥机场,10,3,0,18,15,22,10
4674,深圳,上海,MU5354,东方航空,A320,1746,158,0,6,12,宝安机场,虹桥机场,9,30,2,18,30,21,0
4675,深圳,上海,HO1202,吉祥航空,A321,2015,177,0,14,142,宝安机场,虹桥机场,1,31,2,18,40,20,55
4676,深圳,上海,MU3950,东方航空,A321,1477,177,0,9,72,宝安机场,虹桥机场,6,16,5,18,40,20,55
4677,深圳,上海,9C8950,春秋航空,A320,1074,158,0,4,15,宝安机场,虹桥机场,7,18,2,20,45,23,5
4678,深圳,上海,CZ3589,南方航空,A321,1209,177,0,6,122,宝安机场,虹桥机场,9,12,6,21,0,23,20
4679,深圳,上海,HO1156,吉祥航空,A321,1209,177,0,11,87,宝安机场,虹桥机场,3,13,4,21,20,23,40
4680,深圳,沈阳,HU7729,海南航空,B737,2671,159,0,10,12,宝安机场,桃仙机场,3,31,0,6,45,12,40
4681,深圳,沈阳,ZH9601,深圳航空,A320,2404,158,0,2,47,宝安机场,桃仙机场,1,31,2,8,40,12,50
4682,深圳,沈阳,ZH9603,深圳航空,A320,2671,158,0,1,15,宝安机场,桃仙机场,4,14,2,9,25,13,30
4683,深圳,沈阳,CZ6385,南方航空,A320,2137,158,0,0,73,宝安机场,桃仙机场,12,15,0,10,15,14,25
4684,深圳,沈阳,ZH9603,深圳航空,A320,2404,158,0,0,119,宝安机场,桃仙机场,3,28,3,10,35,14,35
4685,深圳,沈阳,9C8599,春秋航空,A320,2938,158,0,3,81,宝安机场,桃仙机场,11,12,4,12,55,19,5
4686,深圳,沈阳,ZH9605,深圳航空,A319,2137,124,0,8,6,宝安机场,桃仙机场,12,25,4,14,15,18,15
4687,深圳,沈阳,CZ6312,南方航空,A320,2671,158,0,6,65,宝安机场,桃仙机场,2,4,0,14,50,20,25
4688,深圳,沈阳,CZ6312,南方航空,A320,3205,158,0,7,76,宝安机场,桃仙机场,3,22,2,14,50,20,25
4689,深圳,沈阳,MF1965,厦门航空,A320,3472,158,0,0,94,宝安机场,桃仙机场,8,1,4,14,50,20,25
4690,深圳,沈阳,MF1965,厦门航空,A320,1870,158,0,8,119,宝安机场,桃仙机场,2,12,6,14,50,20,25
4691,深圳,沈阳,CZ6560,南方航空,A320,3205,158,0,4,91,宝安机场,桃仙机场,5,13,2,16,55,22,40
4692,深圳,沈阳,ZH9609,深圳航空,A320,3472,158,0,0,99,宝安机场,桃仙机场,11,8,1,18,5,23,20
4693,深圳,沈阳,CA3629,中国国航,A320,2137,158,0,1,101,宝安机场,桃仙机场,4,14,2,19,0,22,55
4694,深圳,沈阳,KY9607,昆明航空,A320,3739,158,0,7,77,宝安机场,桃仙机场,8,5,0,19,0,22,55
4695,深圳,沈阳,ZH9607,深圳航空,A320,4007,158,0,8,65,宝安机场,桃仙机场,2,20,5,19,0,22,55
4696,深圳,石家庄,MF7016,厦门航空,B737,1418,159,0,3,70,宝安机场,正定机场,4,25,5,11,55,14,45
4697,深圳,石家庄,NS3268,河北航空,B737,1950,159,0,1,119,宝安机场,正定机场,11,8,1,11,55,14,45
4698,深圳,石家庄,9C8906,春秋航空,A320,2482,158,0,4,26,宝安机场,正定机场,9,25,0,14,45,17,40
4699,深圳,厦门,HU7065,海南航空,B737,604,159,0,6,129,宝安机场,高崎机场,7,23,4,7,45,8,55
4700,深圳,厦门,MF846,厦门航空,B787,714,293,3,13,96,宝安机场,高崎机场,5,17,5,20,15,21,25
4701,沈阳,北京,CZ6101,南方航空,A321,714,177,0,0,115,桃仙机场,首都机场,12,29,0,8,0,9,45
4702,沈阳,北京,CZ6103,南方航空,A321,584,177,0,1,12,桃仙机场,首都机场,4,4,5,10,10,11,50
4703,沈阳,北京,CZ6107,南方航空,A320,974,158,0,7,52,桃仙机场,首都机场,9,6,5,13,5,14,50
4704,沈阳,北京,MF1788,厦门航空,A320,844,158,0,1,125,桃仙机场,首都机场,10,11,6,13,5,14,50
4705,沈阳,北京,CZ6105,南方航空,A321,519,177,0,4,11,桃仙机场,首都机场,2,19,6,15,25,17,10
4706,沈阳,北京,CZ6109,南方航空,A321,519,177,0,1,115,桃仙机场,首都机场,7,8,5,19,15,21,0
4707,沈阳,北京,CZ6115,南方航空,A319,584,124,0,1,37,桃仙机场,首都机场,2,27,5,20,35,22,20
4708,沈阳,北京,CZ6115,南方航空,A319,454,124,0,1,16,桃仙机场,首都机场,9,20,5,20,35,22,20
4709,沈阳,北京,MF1796,厦门航空,A319,844,124,0,5,66,桃仙机场,首都机场,2,23,2,20,35,22,20
4710,沈阳,北京,MF1796,厦门航空,A319,454,124,0,0,41,桃仙机场,首都机场,11,5,4,20,35,22,20
4711,沈阳,长沙,BK2770,奥凯航空,B737,3287,159,0,4,86,桃仙机场,黄花机场,5,2,6,12,45,18,5
4712,沈阳,长沙,CZ3984,南方航空,A320,1753,158,0,2,15,桃仙机场,黄花机场,2,27,5,13,30,18,30
4713,沈阳,成都,CZ6455,南方航空,A320,1642,158,0,6,71,桃仙机场,双流机场,5,31,5,8,10,13,30
4714,沈阳,成都,CZ6409,南方航空,A320,2111,158,0,4,91,桃仙机场,双流机场,7,23,4,8,10,13,45
4715,沈阳,成都,EU2756,成都航空,A319,3519,124,0,6,89,桃仙机场,双流机场,12,15,0,13,10,19,10
4716,沈阳,成都,EU2710,成都航空,A319,2581,124,0,1,92,桃仙机场,双流机场,8,1,4,13,10,20,35
4717,沈阳,成都,CZ6401,南方航空,A320,2111,158,0,5,27,桃仙机场,双流机场,4,10,6,13,35,19,45
4718,沈阳,成都,MF4050,厦门航空,A320,3519,158,0,2,133,桃仙机场,双流机场,10,20,4,13,35,19,45
4719,沈阳,成都,MU3103,东方航空,A320,1642,158,0,3,39,桃仙机场,双流机场,12,3,5,13,35,19,45
4720,沈阳,成都,3U8580,四川航空,A330,2111,311,5,7,130,桃仙机场,双流机场,2,5,6,14,55,19,20
4721,沈阳,成都,ZH9482,深圳航空,A320,2111,158,0,8,126,桃仙机场,双流机场,1,1,4,19,10,23,5
4722,沈阳,成都,EU2766,成都航空,A319,2111,124,0,0,48,桃仙机场,双流机场,3,15,2,19,20,1,5
4723,沈阳,成都,CA3980,中国国航,A320,2346,158,0,8,24,桃仙机场,双流机场,10,22,2,20,55,1,0
4724,沈阳,成都,CA3980,中国国航,A320,3284,158,0,4,97,桃仙机场,双流机场,4,14,2,20,55,1,0
4725,沈阳,成都,TV9880,西藏航空,A320,2581,158,0,2,139,桃仙机场,双流机场,5,21,1,20,55,1,0
4726,沈阳,成都,TV9880,西藏航空,A320,1642,158,0,7,97,桃仙机场,双流机场,2,1,3,20,55,1,0
4727,沈阳,成都,ZH3980,深圳航空,A320,1642,158,0,5,34,桃仙机场,双流机场,1,20,6,20,55,1,0
4728,沈阳,成都,ZH3980,深圳航空,A320,2111,158,0,8,57,桃仙机场,双流机场,10,5,5,20,55,1,0
4729,沈阳,重庆,CZ6403,南方航空,A321,2768,177,0,5,74,桃仙机场,江北机场,12,22,0,10,5,14,0
4730,沈阳,重庆,G55106,华夏航空,A321,2981,177,0,4,65,桃仙机场,江北机场,9,23,2,10,5,14,0
4731,沈阳,重庆,MF4052,厦门航空,A321,1916,177,0,2,61,桃仙机场,江北机场,2,25,0,10,5,14,0
4732,沈阳,重庆,CA4164,中国国航,B737,2342,159,0,2,16,桃仙机场,江北机场,2,5,6,11,50,16,50
4733,沈阳,重庆,ZH4164,深圳航空,B737,2768,159,0,0,95,桃仙机场,江北机场,12,29,0,11,50,16,50
4734,沈阳,重庆,PN6248,西部航空,A320,1916,158,0,5,78,桃仙机场,江北机场,4,12,4,12,30,18,15
4735,沈阳,重庆,PN6248,西部航空,A320,1490,158,0,5,5,桃仙机场,江北机场,6,3,4,12,30,18,15
4736,沈阳,重庆,9C8925,春秋航空,A320,2129,158,0,4,60,桃仙机场,江北机场,4,11,5,14,5,19,15
4737,沈阳,广州,ZH9654,深圳航空,A320,2939,158,0,6,139,桃仙机场,白云机场,1,27,6,8,5,14,15
4738,沈阳,广州,CZ6301,南方航空,A320,3206,158,0,1,137,桃仙机场,白云机场,9,19,6,8,20,12,30
4739,沈阳,广州,ZH9660,深圳航空,A320,2939,158,0,5,44,桃仙机场,白云机场,7,29,5,8,45,12,55
4740,沈阳,广州,CZ6469,南方航空,A319,3741,124,0,6,66,桃仙机场,白云机场,6,21,0,9,55,14,10
4741,沈阳,广州,MF4112,厦门航空,A319,2939,124,0,8,111,桃仙机场,白云机场,9,1,3,9,55,14,10
4742,沈阳,广州,HU7032,海南航空,B737,3741,159,0,3,136,桃仙机场,白云机场,3,8,2,11,35,17,5
4743,沈阳,广州,HU7032,海南航空,B737,2939,159,0,7,42,桃仙机场,白云机场,5,18,4,12,40,17,55
4744,沈阳,广州,ZH9658,深圳航空,A320,2939,158,0,2,66,桃仙机场,白云机场,6,21,0,12,55,17,10
4745,沈阳,广州,CZ351,南方航空,A321,4008,177,0,5,94,桃仙机场,T2白云机场,2,7,4,13,15,17,25
4746,沈阳,广州,CZ3602,南方航空,A320,3474,158,0,1,88,桃仙机场,白云机场,1,10,2,16,40,20,45
4747,沈阳,广州,ZH9652,深圳航空,A320,2672,158,0,2,148,桃仙机场,白云机场,11,6,3,17,0,22,25
4748,沈阳,广州,ZH9652,深圳航空,A320,2939,158,0,6,115,桃仙机场,白云机场,12,28,1,17,15,23,0
4749,沈阳,广州,CZ6315,南方航空,A320,3206,158,0,2,103,桃仙机场,白云机场,11,20,3,18,45,22,55
4750,沈阳,广州,MF1968,厦门航空,A320,2672,158,0,5,124,桃仙机场,白云机场,11,21,2,18,45,22,55
4751,沈阳,贵阳,CZ6451,南方航空,A319,2470,124,0,8,6,桃仙机场,龙洞堡机场,10,19,5,8,30,14,30
4752,沈阳,贵阳,MF4094,厦门航空,A319,2717,124,0,8,66,桃仙机场,龙洞堡机场,1,29,4,8,30,14,30
4753,沈阳,贵阳,CA3990,中国国航,A320,2470,158,0,4,46,桃仙机场,龙洞堡机场,11,21,2,11,20,14,50
4754,沈阳,贵阳,CA3990,中国国航,A320,1729,158,0,4,0,桃仙机场,龙洞堡机场,10,19,5,11,20,14,50
4755,沈阳,贵阳,TV9890,西藏航空,A320,2964,158,0,0,140,桃仙机场,龙洞堡机场,5,3,5,11,20,14,50
4756,沈阳,贵阳,TV9890,西藏航空,A320,3211,158,0,4,45,桃仙机场,龙洞堡机场,1,17,2,11,20,14,50
4757,沈阳,贵阳,ZH3990,深圳航空,A320,2717,158,0,8,83,桃仙机场,龙洞堡机场,8,25,1,11,20,14,50
4758,沈阳,贵阳,ZH3990,深圳航空,A320,3458,158,0,5,46,桃仙机场,龙洞堡机场,9,16,2,11,20,14,50
4759,沈阳,贵阳,CZ3656,南方航空,B737,1976,159,0,11,122,桃仙机场,龙洞堡机场,9,24,1,14,45,21,0
